year,rec,catch,tb,sb,sbf0,dep,f
1978,1350792632.8,197167.5,7127407.5,4440452.5,5029865,0.882817431481759,0.027665
1979,1333421132,233041.2,6809632.5,4459565,5132632.5,0.868865051218843,0.034229
1980,1503998037.8,236322.1,6482325,4134602.5,4859330,0.850858554574396,0.036462
1981,1235718309.6,240634.7,6393622.5,3927077.5,4686877.5,0.837887804833815,0.037635
1982,1383677383.7,250663.7,6401137.5,3795460,4573522.5,0.829876752546861,0.039161
1983,1311016292.9,303880,6452835,3817745,4657305,0.81973265654708,0.04711
1984,1967915481,301428,6277520,3839162.5,4781595,0.802904156458253,0.04804
1985,1322946035.4,316902.1,6477617.5,3792105,4821010,0.786578953372841,0.04891
1986,1848942727.6,303945.3,6700877.5,3737182.5,4849755,0.770592019596866,0.04538
1987,1264575987.8,343381.5,6883237.5,3980765,5179550,0.768554218030524,0.04988
1988,1377392074.9,337044.2,6807460,4100592.5,5382837.5,0.761790133921004,0.0495
1989,1474538909.3,398668.7,6392357.5,4099852.5,5460290,0.750848856013142,0.0625
1990,1203624733,451008,6015010,3858085,5309552.5,0.72663091663563,0.075
1991,1225756603.7,481805,5552170,3464097.5,5012812.5,0.691048687737672,0.08662
1992,1291370188,479853,5185615,3221787.5,4919787.5,0.65486314195481,0.09249
1993,1534236660,435916.3,4965997.5,2938140,4731685,0.620950042109735,0.08781
1994,1253437918.8,463605.6,4945945,2805082.5,4677600,0.599684132888661,0.09373
1995,1241984358.3,471040,4855647.5,2749545,4666100,0.589259767257453,0.09703
1996,1215229951.1,457959,4825125,2766902.5,4715512.5,0.586766019600202,0.09493
1997,1231212155.4,498417,4583380,2714985,4693375,0.578471782033185,0.109
1998,1428001552,564262,4381797.5,2607055,4742850,0.549681098917318,0.12877
1999,1292778026,495640,4369872.5,2382965,4552967.5,0.523387219434358,0.11342
2000,1277796959,533237,4318947.5,2385282.5,4635950,0.514518599208361,0.12348
2001,1464671478,536166,4264575,2368402.5,4748375,0.498781688472372,0.12572
2002,1250844180,526609,4306342.5,2329070,4765765,0.488708528431427,0.1223
2003,1414676363.7,604845,4197752.5,2308765,4798517.5,0.481141310831939,0.14396
2004,1268197096,626973,4138262.5,2314640,4891250,0.473220546894966,0.15147
2005,1530496342,568768,4064935,2206710,4836940,0.456220254954579,0.13991
2006,1639409034,549472,4152827.5,2186902.5,4943832.5,0.442349634620509,0.13223
2007,1431733690,578382,4417422.5,2197780,5011047.5,0.438586942151317,0.13097
2008,1262032765,643859,4530130,2349765,5193555,0.452438647516008,0.14216
2009,1205617394,571458,4371675,2449387.5,5386700,0.454710212189281,0.13075
2010,1291279312,584131,4158242.5,2415530,5354102.5,0.451154978822314,0.14061
2011,1288987054,548862,4012592.5,2264915,5137862.5,0.440828262725988,0.13677
2012,1551905308,650040,4039590,2106957.5,4899355,0.430047934881224,0.16091
2013,1617123505,605645,4213325,2082912.5,4821020,0.432048093556965,0.14371
2014,1398436478,656368,4369542.5,2188670,4976600,0.439792227625286,0.1502
2015,1466975069,622143,4446947.5,2281755,5232662.5,0.436060036358164,0.13991
2016,1433186678,676794,4482872.5,2363377.5,5359560,0.440964836665696,0.15098
2017,1784705628,718880,4413265,2384035,5393057.5,0.442056291815913,0.16288
2018,2005818103,706974,4523237.5,2322797.5,5379045,0.431823399878603,0.15628
2019,1323627036,705110,4745172.5,2327817.5,5485497.5,0.424358501667351,0.14866
2020,2033436796,736207,4814452.5,2507940,5795445,0.432743300988966,0.15292
2021,1505923403,751822,4874760,2616490,6044960,0.43283826526561,0.15429
