year,season,area,age,n
1955,1,1,33,173487
1955,1,1,34,155053
1955,1,1,35,143793
1955,1,1,36,122896
1955,1,1,37,106919
1955,1,1,38,95552.6
1955,1,1,39,88890.4
1955,1,1,40,574953
1956,1,1,1,10050800
1956,1,1,2,13187200
1956,1,1,3,45934200
1956,1,1,4,4810840
1956,1,1,5,3683010
1956,1,1,6,4189820
1956,1,1,7,3762920
1956,1,1,8,1408090
1956,1,1,9,17068900
1956,1,1,10,1186540
1956,1,1,11,525236
1956,1,1,12,382588
1956,1,1,13,1910710
1956,1,1,14,1742020
1956,1,1,15,1574780
1956,1,1,16,1329800
1956,1,1,17,1210880
1956,1,1,18,1097610
1956,1,1,19,990065
1956,1,1,20,841372
1956,1,1,21,744371
1956,1,1,22,667755
1956,1,1,23,608385
1956,1,1,24,518130
1956,1,1,25,455134
1956,1,1,26,407230
1956,1,1,27,373864
1956,1,1,28,319251
1956,1,1,29,279529
1956,1,1,30,249965
1956,1,1,31,230819
1956,1,1,32,197280
1956,1,1,33,172148
1956,1,1,34,153843
1956,1,1,35,142630
1956,1,1,36,121915
1956,1,1,37,106092
1956,1,1,38,94803.3
1956,1,1,39,88175.3
1956,1,1,40,605418
1957,1,1,1,4899540
1957,1,1,2,6191510
1957,1,1,3,12045400
1957,1,1,4,33721900
1957,1,1,5,2175180
1957,1,1,6,3799500
1957,1,1,7,16042600
1957,1,1,8,2296690
1957,1,1,9,2176870
1957,1,1,10,2505820
1957,1,1,11,2063130
1957,1,1,12,791659
1957,1,1,13,10256000
1957,1,1,14,654136
1957,1,1,15,292893
1957,1,1,16,220622
1957,1,1,17,1170180
1957,1,1,18,1055280
1957,1,1,19,958997
1957,1,1,20,815579
1957,1,1,21,738464
1957,1,1,22,664976
1957,1,1,23,604099
1957,1,1,24,515289
1957,1,1,25,454239
1957,1,1,26,406202
1957,1,1,27,372243
1957,1,1,28,317691
1957,1,1,29,278193
1957,1,1,30,248548
1957,1,1,31,229298
1957,1,1,32,196006
1957,1,1,33,171139
1957,1,1,34,152948
1957,1,1,35,141781
1957,1,1,36,121224
1957,1,1,37,105532
1957,1,1,38,94300.1
1957,1,1,39,87692.6
1957,1,1,40,624200
1958,1,1,1,3401310
1958,1,1,2,16019100
1958,1,1,3,28395800
1958,1,1,4,23949100
1958,1,1,5,885750
1958,1,1,6,1688940
1958,1,1,7,4264540
1958,1,1,8,16639200
1958,1,1,9,1127830
1958,1,1,10,1872540
1958,1,1,11,8126590
1958,1,1,12,1286070
1958,1,1,13,1402830
1958,1,1,14,1612030
1958,1,1,15,1187740
1958,1,1,16,459696
1958,1,1,17,6161710
1958,1,1,18,374246
1958,1,1,19,168356
1958,1,1,20,129181
1958,1,1,21,716685
1958,1,1,22,642588
1958,1,1,23,587335
1958,1,1,24,501224
1958,1,1,25,450506
1958,1,1,26,404114
1958,1,1,27,369520
1958,1,1,28,315745
1958,1,1,29,277209
1958,1,1,30,247512
1958,1,1,31,227978
1958,1,1,32,194754
1958,1,1,33,170021
1958,1,1,34,151822
1958,1,1,35,140638
1958,1,1,36,120265
1958,1,1,37,104749
1958,1,1,38,93610.9
1958,1,1,39,87053.1
1958,1,1,40,633769
1959,1,1,1,4647540
1959,1,1,2,2284200
1959,1,1,3,2371980
1959,1,1,4,17015200
1959,1,1,5,839936
1959,1,1,6,7561150
1959,1,1,7,12959600
1959,1,1,8,10245400
1959,1,1,9,429544
1959,1,1,10,802009
1959,1,1,11,2120030
1959,1,1,12,9295940
1959,1,1,13,640890
1959,1,1,14,1026490
1959,1,1,15,4516790
1959,1,1,16,744100
1959,1,1,17,905585
1959,1,1,18,1039970
1959,1,1,19,691907
1959,1,1,20,268944
1959,1,1,21,3695560
1959,1,1,22,217266
1959,1,1,23,97981.7
1959,1,1,24,76030.9
1959,1,1,25,437676
1959,1,1,26,391267
1959,1,1,27,359544
1959,1,1,28,307330
1959,1,1,29,274244
1959,1,1,30,245472
1959,1,1,31,225719
1959,1,1,32,193007
1959,1,1,33,168823
1959,1,1,34,150650
1959,1,1,35,139354
1959,1,1,36,119085
1959,1,1,37,103689
1959,1,1,38,92591.6
1959,1,1,39,86058.7
1959,1,1,40,635772
1960,1,1,1,23839500
1960,1,1,2,949345
1960,1,1,3,1773930
1960,1,1,4,18418900
1960,1,1,5,1059060
1960,1,1,6,657343
1960,1,1,7,902510
1960,1,1,8,9750970
1960,1,1,9,448603
1960,1,1,10,4326580
1960,1,1,11,7190490
1960,1,1,12,5339520
1960,1,1,13,236287
1960,1,1,14,429374
1960,1,1,15,1149770
1960,1,1,16,5330110
1960,1,1,17,371508
1960,1,1,18,581988
1960,1,1,19,2591100
1960,1,1,20,433335
1960,1,1,21,577539
1960,1,1,22,663946
1960,1,1,23,403723
1960,1,1,24,157382
1960,1,1,25,2212000
1960,1,1,26,126785
1960,1,1,27,57260.5
1960,1,1,28,44753.7
1960,1,1,29,265974
1960,1,1,30,237441
1960,1,1,31,219199
1960,1,1,32,187490
1960,1,1,33,166227
1960,1,1,34,148621
1960,1,1,35,137299
1960,1,1,36,117419
1960,1,1,37,102384
1960,1,1,38,91362.9
1960,1,1,39,84808.2
1960,1,1,40,631014
1961,1,1,1,14069000
1961,1,1,2,1502800
1961,1,1,3,28660500
1961,1,1,4,9076870
1961,1,1,5,3090230
1961,1,1,6,261487
1961,1,1,7,626246
1961,1,1,8,9528400
1961,1,1,9,558541
1961,1,1,10,325823
1961,1,1,11,475347
1961,1,1,12,6037540
1961,1,1,13,259779
1961,1,1,14,2545400
1961,1,1,15,4147980
1961,1,1,16,2965940
1961,1,1,17,135494
1961,1,1,18,241425
1961,1,1,19,648772
1961,1,1,20,3105390
1961,1,1,21,218483
1961,1,1,22,338283
1961,1,1,23,1523990
1961,1,1,24,255650
1961,1,1,25,367911
1961,1,1,26,423791
1961,1,1,27,238435
1961,1,1,28,93171.5
1961,1,1,29,1338800
1961,1,1,30,75096.3
1961,1,1,31,33947.3
1961,1,1,32,26659.1
1961,1,1,33,162921
1961,1,1,34,145373
1961,1,1,35,134717
1961,1,1,36,115245
1961,1,1,37,101617
1961,1,1,38,90813
1961,1,1,39,84210.6
1961,1,1,40,629486
1962,1,1,1,2621640
1962,1,1,2,946135
1962,1,1,3,18675200
1962,1,1,4,4766910
1962,1,1,5,3734830
1962,1,1,6,439464
1962,1,1,7,12156000
1962,1,1,8,2875460
1962,1,1,9,1418370
1962,1,1,10,125471
1962,1,1,11,312987
1962,1,1,12,5433770
1962,1,1,13,320474
1962,1,1,14,179514
1962,1,1,15,268230
1962,1,1,16,3746100
1962,1,1,17,152662
1962,1,1,18,1504720
1962,1,1,19,2413370
1962,1,1,20,1695800
1962,1,1,21,78989.5
1962,1,1,22,138960
1962,1,1,23,373388
1962,1,1,24,1824200
1962,1,1,25,129257
1962,1,1,26,198979
1962,1,1,27,906212
1962,1,1,28,151498
1962,1,1,29,232561
1962,1,1,30,268454
1962,1,1,31,141369
1962,1,1,32,55356.3
1962,1,1,33,812680
1962,1,1,34,44725.6
1962,1,1,35,20229.9
1962,1,1,36,15937.7
1962,1,1,37,99795
1962,1,1,38,89049.3
1962,1,1,39,82774.3
1962,1,1,40,625860
1963,1,1,1,1963540
1963,1,1,2,1379330
1963,1,1,3,18924700
1963,1,1,4,21774100
1963,1,1,5,602629
1963,1,1,6,268558
1963,1,1,7,7548750
1963,1,1,8,2330730
1963,1,1,9,2454280
1963,1,1,10,216840
1963,1,1,11,6569150
1963,1,1,12,1250490
1963,1,1,13,817675
1963,1,1,14,67477.5
1963,1,1,15,170025
1963,1,1,16,3134100
1963,1,1,17,185965
1963,1,1,18,101627
1963,1,1,19,153629
1963,1,1,20,2295720
1963,1,1,21,89366.3
1963,1,1,22,886309
1963,1,1,23,1397800
1963,1,1,24,979647
1963,1,1,25,46073.6
1963,1,1,26,80382.9
1963,1,1,27,215579
1963,1,1,28,1068340
1963,1,1,29,76078
1963,1,1,30,116868
1963,1,1,31,537454
1963,1,1,32,89249.1
1963,1,1,33,144686
1963,1,1,34,167369
1963,1,1,35,83320.7
1963,1,1,36,32688.2
1963,1,1,37,489919
1963,1,1,38,26505.4
1963,1,1,39,11993.3
1963,1,1,40,554288
1964,1,1,1,12602100
1964,1,1,2,16792200
1964,1,1,3,57521900
1964,1,1,4,5021340
1964,1,1,5,379282
1964,1,1,6,379352
1964,1,1,7,5279940
1964,1,1,8,11824700
1964,1,1,9,320354
1964,1,1,10,132404
1964,1,1,11,4034460
1964,1,1,12,1322630
1964,1,1,13,1703710
1964,1,1,14,119607
1964,1,1,15,3752980
1964,1,1,16,621415
1964,1,1,17,506564
1964,1,1,18,38104.4
1964,1,1,19,96278.2
1964,1,1,20,1833870
1964,1,1,21,109672
1964,1,1,22,59142
1964,1,1,23,90062.5
1964,1,1,24,1419900
1964,1,1,25,53134.4
1964,1,1,26,531365
1964,1,1,27,822894
1964,1,1,28,581116
1964,1,1,29,27403.4
1964,1,1,30,47565.5
1964,1,1,31,127238
1964,1,1,32,637327
1964,1,1,33,45537.6
1964,1,1,34,69969.1
1964,1,1,35,324520
1964,1,1,36,53459.4
1964,1,1,37,90717.2
1964,1,1,38,105148
1964,1,1,39,49940.4
1964,1,1,40,683502
1965,1,1,1,300435
1965,1,1,2,8980670
1965,1,1,3,1341340
1965,1,1,4,544677
1965,1,1,5,2002940
1965,1,1,6,4160880
1965,1,1,7,24585900
1965,1,1,8,2331060
1965,1,1,9,188761
1965,1,1,10,181569
1965,1,1,11,2357360
1965,1,1,12,6872450
1965,1,1,13,183991
1965,1,1,14,72368.3
1965,1,1,15,2270090
1965,1,1,16,766617
1965,1,1,17,1150430
1965,1,1,18,67878.2
1965,1,1,19,2166310
1965,1,1,20,328856
1965,1,1,21,318406
1965,1,1,22,21876.8
1965,1,1,23,55297.1
1965,1,1,24,1074350
1965,1,1,25,64703.8
1965,1,1,26,34640.5
1965,1,1,27,52982
1965,1,1,28,872707
1965,1,1,29,31545.4
1965,1,1,30,318613
1965,1,1,31,483919
1965,1,1,32,346508
1965,1,1,33,16302.4
1965,1,1,34,28210.3
1965,1,1,35,75251.3
1965,1,1,36,380099
1965,1,1,37,27213.8
1965,1,1,38,41880.1
1965,1,1,39,195658
1965,1,1,40,600593
1966,1,1,1,1355640
1966,1,1,2,77281800
1966,1,1,3,1646760
1966,1,1,4,6137700
1966,1,1,5,166383
1966,1,1,6,6821930
1966,1,1,7,585079
1966,1,1,8,278504
1966,1,1,9,919958
1966,1,1,10,2012710
1966,1,1,11,13295500
1966,1,1,12,1277350
1966,1,1,13,105469
1966,1,1,14,98064.2
1966,1,1,15,1242240
1966,1,1,16,4038050
1966,1,1,17,107653
1966,1,1,18,41070.4
1966,1,1,19,1308260
1966,1,1,20,448865
1966,1,1,21,762765
1966,1,1,22,39301
1966,1,1,23,1267480
1966,1,1,24,182442
1966,1,1,25,201835
1966,1,1,26,12773.4
1966,1,1,27,32260
1966,1,1,28,634958
1966,1,1,29,38458.4
1966,1,1,30,20514.5
1966,1,1,31,31457.4
1966,1,1,32,537484
1966,1,1,33,18847.3
1966,1,1,34,192466
1966,1,1,35,286578
1966,1,1,36,208808
1966,1,1,37,9770.3
1966,1,1,38,16878.4
1966,1,1,39,44899.4
1966,1,1,40,756714
1967,1,1,1,1699080
1967,1,1,2,48413300
1967,1,1,3,3735250
1967,1,1,4,13539600
1967,1,1,5,273481
1967,1,1,6,20612300
1967,1,1,7,672166
1967,1,1,8,3169320
1967,1,1,9,102783
1967,1,1,10,4280530
1967,1,1,11,324793
1967,1,1,12,160385
1967,1,1,13,494134
1967,1,1,14,1144160
1967,1,1,15,7526690
1967,1,1,16,725501
1967,1,1,17,60563.2
1967,1,1,18,55059.9
1967,1,1,19,702809
1967,1,1,20,2369570
1967,1,1,21,63139
1967,1,1,22,23643.1
1967,1,1,23,762593
1967,1,1,24,263164
1967,1,1,25,495597
1967,1,1,26,22918.1
1967,1,1,27,744602
1967,1,1,28,103868
1967,1,1,29,127266
1967,1,1,30,7498.97
1967,1,1,31,18912.6
1967,1,1,32,375659
1967,1,1,33,22851.2
1967,1,1,34,12171.8
1967,1,1,35,18691.8
1967,1,1,36,329363
1967,1,1,37,11249.3
1967,1,1,38,116195
1967,1,1,39,169688
1967,1,1,40,627277
1968,1,1,1,23802300
1968,1,1,2,59891300
1968,1,1,3,9747490
1968,1,1,4,6924340
1968,1,1,5,363257
1968,1,1,6,10907700
1968,1,1,7,1450140
1968,1,1,8,5766790
1968,1,1,9,138321
1968,1,1,10,9617230
1968,1,1,11,359781
1968,1,1,12,1819730
1968,1,1,13,62721.5
1968,1,1,14,2605630
1968,1,1,15,187766
1968,1,1,16,94139.4
1968,1,1,17,278763
1968,1,1,18,687989
1968,1,1,19,4346630
1968,1,1,20,419131
1968,1,1,21,35370.9
1968,1,1,22,31741.5
1968,1,1,23,415897
1968,1,1,24,1403570
1968,1,1,25,37418.8
1968,1,1,26,13852.6
1968,1,1,27,452450
1968,1,1,28,155919
1968,1,1,29,319810
1968,1,1,30,13557.7
1968,1,1,31,443123
1968,1,1,32,60766.1
1968,1,1,33,80476.2
1968,1,1,34,4463.41
1968,1,1,35,11239.3
1968,1,1,36,224783
1968,1,1,37,13716.3
1968,1,1,38,7305.61
1968,1,1,39,11227.9
1968,1,1,40,764849
1969,1,1,1,4707150
1969,1,1,2,97324100
1969,1,1,3,2360480
1969,1,1,4,853038
1969,1,1,5,4393300
1969,1,1,6,14503800
1969,1,1,7,4436850
1969,1,1,8,3908520
1969,1,1,9,188003
1969,1,1,10,4658880
1969,1,1,11,762865
1969,1,1,12,3031040
1969,1,1,13,77718.9
1969,1,1,14,5076370
1969,1,1,15,203401
1969,1,1,16,1060590
1969,1,1,17,37639.7
1969,1,1,18,1562900
1969,1,1,19,109212
1969,1,1,20,55224.1
1969,1,1,21,159929
1969,1,1,22,420900
1969,1,1,23,2528110
1969,1,1,24,243071
1969,1,1,25,20735.2
1969,1,1,26,18468.2
1969,1,1,27,250281
1969,1,1,28,831038
1969,1,1,29,22160.7
1969,1,1,30,8145.81
1969,1,1,31,269508
1969,1,1,32,92296.3
1969,1,1,33,203204
1969,1,1,34,8031.07
1969,1,1,35,263842
1969,1,1,36,35891.1
1969,1,1,37,50420.4
1969,1,1,38,2658.78
1969,1,1,39,6684.75
1969,1,1,40,618593
1970,1,1,1,282142000
1970,1,1,2,6511040
1970,1,1,3,10681300
1970,1,1,4,2467620
1970,1,1,5,9620730
1970,1,1,6,19514100
1970,1,1,7,946624
1970,1,1,8,408337
1970,1,1,9,2135500
1970,1,1,10,6415070
1970,1,1,11,2450000
1970,1,1,12,2308310
1970,1,1,13,106944
1970,1,1,14,2348430
1970,1,1,15,429561
1970,1,1,16,1694870
1970,1,1,17,44878.3
1970,1,1,18,2812930
1970,1,1,19,117232
1970,1,1,20,621795
1970,1,1,21,22476.5
1970,1,1,22,939780
1970,1,1,23,64094
1970,1,1,24,32606.2
1970,1,1,25,93295.9
1970,1,1,26,260729
1970,1,1,27,1489800
1970,1,1,28,142487
1970,1,1,29,12284.1
1970,1,1,30,10897.7
1970,1,1,31,152976
1970,1,1,32,496372
1970,1,1,33,13234.1
1970,1,1,34,4843.77
1970,1,1,35,162349
1970,1,1,36,55100
1970,1,1,37,128623
1970,1,1,38,4804.25
1970,1,1,39,158557
1970,1,1,40,435525
1971,1,1,1,2456760
1971,1,1,2,43943400
1971,1,1,3,1160890
1971,1,1,4,709038
1971,1,1,5,28513200
1971,1,1,6,2616410
1971,1,1,7,5030840
1971,1,1,8,1240660
1971,1,1,9,6175360
1971,1,1,10,7519380
1971,1,1,11,501782
1971,1,1,12,227228
1971,1,1,13,1171590
1971,1,1,14,3271620
1971,1,1,15,1400490
1971,1,1,16,1365670
1971,1,1,17,61748
1971,1,1,18,1258540
1971,1,1,19,245233
1971,1,1,20,967471
1971,1,1,21,25947.9
1971,1,1,22,1586290
1971,1,1,23,67604.2
1971,1,1,24,362423
1971,1,1,25,13268.8
1971,1,1,26,562325
1971,1,1,27,37446.5
1971,1,1,28,19133.7
1971,1,1,29,54413.3
1971,1,1,30,160522
1971,1,1,31,876301
1971,1,1,32,83202.1
1971,1,1,33,7246.19
1971,1,1,34,6417.02
1971,1,1,35,93181
1971,1,1,36,294905
1971,1,1,37,7857.44
1971,1,1,38,2868.86
1971,1,1,39,97398.4
1971,1,1,40,473996
1972,1,1,1,93498300
1972,1,1,2,17803400
1972,1,1,3,4433480
1972,1,1,4,5094420
1972,1,1,5,3569770
1972,1,1,6,9804370
1972,1,1,7,432980
1972,1,1,8,322108
1972,1,1,9,9481260
1972,1,1,10,1610270
1972,1,1,11,2849440
1972,1,1,12,700731
1972,1,1,13,3790990
1972,1,1,14,3490390
1972,1,1,15,283117
1972,1,1,16,130904
1972,1,1,17,666621
1972,1,1,18,1773720
1972,1,1,19,817222
1972,1,1,20,818244
1972,1,1,21,36239.6
1972,1,1,22,707089
1972,1,1,23,143086
1972,1,1,24,569050
1972,1,1,25,15260.3
1972,1,1,26,920149
1972,1,1,27,39654.2
1972,1,1,28,214077
1972,1,1,29,7910.47
1972,1,1,30,341233
1972,1,1,31,22183
1972,1,1,32,11371.8
1972,1,1,33,32258.8
1972,1,1,34,99763.3
1972,1,1,35,523479
1972,1,1,36,49286.1
1972,1,1,37,4333.13
1972,1,1,38,3835.78
1972,1,1,39,57436.9
1972,1,1,40,533038
1973,1,1,1,831230
1973,1,1,2,60020400
1973,1,1,3,7903070
1973,1,1,4,6162040
1973,1,1,5,10942700
1973,1,1,6,3960840
1973,1,1,7,1953430
1973,1,1,8,2243610
1973,1,1,9,2473530
1973,1,1,10,4120840
1973,1,1,11,221641
1973,1,1,12,174645
1973,1,1,13,4031690
1973,1,1,14,1042260
1973,1,1,15,1669990
1973,1,1,16,405512
1973,1,1,17,2288280
1973,1,1,18,1769720
1973,1,1,19,162705
1973,1,1,20,76105.7
1973,1,1,21,384359
1973,1,1,22,990862
1973,1,1,23,482230
1973,1,1,24,493421
1973,1,1,25,21390.9
1973,1,1,26,406950
1973,1,1,27,84193.6
1973,1,1,28,339233
1973,1,1,29,9025.71
1973,1,1,30,540713
1973,1,1,31,23397.9
1973,1,1,32,126922
1973,1,1,33,4722.76
1973,1,1,34,207719
1973,1,1,35,13193.8
1973,1,1,36,6780.75
1973,1,1,37,19228.6
1973,1,1,38,61888.5
1973,1,1,39,314200
1973,1,1,40,393932
1974,1,1,1,496601
1974,1,1,2,39417200
1974,1,1,3,1948680
1974,1,1,4,4988730
1974,1,1,5,396228
1974,1,1,6,16629000
1974,1,1,7,3484240
1974,1,1,8,3572580
1974,1,1,9,4190200
1974,1,1,10,1673810
1974,1,1,11,1085380
1974,1,1,12,1212230
1974,1,1,13,1632230
1974,1,1,14,2042920
1974,1,1,15,122374
1974,1,1,16,98642
1974,1,1,17,1911290
1974,1,1,18,668549
1974,1,1,19,977546
1974,1,1,20,234139
1974,1,1,21,1369270
1974,1,1,22,941861
1974,1,1,23,93637.9
1974,1,1,24,44117.8
1974,1,1,25,221555
1974,1,1,26,559136
1974,1,1,27,284835
1974,1,1,28,296885
1974,1,1,29,12568.8
1974,1,1,30,235842
1974,1,1,31,49399.6
1974,1,1,32,202392
1974,1,1,33,5314.97
1974,1,1,34,317970
1974,1,1,35,13750.6
1974,1,1,36,74847.1
1974,1,1,37,2800.35
1974,1,1,38,125699
1974,1,1,39,7807.12
1974,1,1,40,478800
1975,1,1,1,8224020
1975,1,1,2,114066000
1975,1,1,3,26861200
1975,1,1,4,2259730
1975,1,1,5,260060
1975,1,1,6,7144340
1975,1,1,7,723236
1975,1,1,8,2063530
1975,1,1,9,233064
1975,1,1,10,7864430
1975,1,1,11,1941380
1975,1,1,12,2202560
1975,1,1,13,2006280
1975,1,1,14,828764
1975,1,1,15,626826
1975,1,1,16,682764
1975,1,1,17,1036150
1975,1,1,18,1075370
1975,1,1,19,68737.4
1975,1,1,20,56017.6
1975,1,1,21,961461
1975,1,1,22,422192
1975,1,1,23,569137
1975,1,1,24,134584
1975,1,1,25,817188
1975,1,1,26,517736
1975,1,1,27,53867.1
1975,1,1,28,25508.3
1975,1,1,29,127629
1975,1,1,30,317488
1975,1,1,31,168475
1975,1,1,32,178464
1975,1,1,33,7365.13
1975,1,1,34,137314
1975,1,1,35,28942.7
1975,1,1,36,120847
1975,1,1,37,3122.81
1975,1,1,38,187208
1975,1,1,39,8066.22
1975,1,1,40,412845
1976,1,1,1,1670800
1976,1,1,2,34015900
1976,1,1,3,22885800
1976,1,1,4,10297700
1976,1,1,5,1208700
1976,1,1,6,20486800
1976,1,1,7,11458100
1976,1,1,8,1140030
1976,1,1,9,178817
1976,1,1,10,2527410
1976,1,1,11,370276
1976,1,1,12,1120340
1976,1,1,13,138721
1976,1,1,14,4173310
1976,1,1,15,1133400
1976,1,1,16,1357810
1976,1,1,17,1051470
1976,1,1,18,438948
1976,1,1,19,368133
1976,1,1,20,391454
1976,1,1,21,647976
1976,1,1,22,591440
1976,1,1,23,39422.3
1976,1,1,24,32337.8
1976,1,1,25,512573
1976,1,1,26,267040
1976,1,1,27,335497
1976,1,1,28,78427.1
1976,1,1,29,495234
1976,1,1,30,296142
1976,1,1,31,31508
1976,1,1,32,14975.8
1976,1,1,33,74763.6
1976,1,1,34,184209
1976,1,1,35,101385
1976,1,1,36,108888
1976,1,1,37,4381.07
1976,1,1,38,81533.3
1976,1,1,39,17227.5
1976,1,1,40,442438
1977,1,1,1,2557800
1977,1,1,2,40222000
1977,1,1,3,14214800
1977,1,1,4,31990500
1977,1,1,5,540276
1977,1,1,6,6183120
1977,1,1,7,9798430
1977,1,1,8,4338940
1977,1,1,9,521795
1977,1,1,10,7031570
1977,1,1,11,6119470
1977,1,1,12,638564
1977,1,1,13,120984
1977,1,1,14,1080720
1977,1,1,15,203426
1977,1,1,16,650940
1977,1,1,17,81384
1977,1,1,18,2285040
1977,1,1,19,664633
1977,1,1,20,824445
1977,1,1,21,573835
1977,1,1,22,239637
1977,1,1,23,217175
1977,1,1,24,225168
1977,1,1,25,398769
1977,1,1,26,331606
1977,1,1,27,22711
1977,1,1,28,18697.7
1977,1,1,29,281561
1977,1,1,30,166780
1977,1,1,31,197338
1977,1,1,32,45654.5
1977,1,1,33,299463
1977,1,1,34,171856
1977,1,1,35,18430.4
1977,1,1,36,8784.11
1977,1,1,37,43794.1
1977,1,1,38,107213
1977,1,1,39,60926.7
1977,1,1,40,393911
1978,1,1,1,3604520
1978,1,1,2,13835900
1978,1,1,3,13741800
1978,1,1,4,1314150
1978,1,1,5,3007940
1978,1,1,6,8365700
1978,1,1,7,6056520
1978,1,1,8,11144400
1978,1,1,9,307235
1978,1,1,10,2171270
1978,1,1,11,5233980
1978,1,1,12,2248370
1978,1,1,13,267210
1978,1,1,14,2919660
1978,1,1,15,3418660
1978,1,1,16,363709
1978,1,1,17,79074.6
1978,1,1,18,508560
1978,1,1,19,114061
1978,1,1,20,386505
1978,1,1,21,47318.1
1978,1,1,22,1272320
1978,1,1,23,391732
1978,1,1,24,497487
1978,1,1,25,322506
1978,1,1,26,133970
1978,1,1,27,129224
1978,1,1,28,130400
1978,1,1,29,243956
1978,1,1,30,189301
1978,1,1,31,13192.8
1978,1,1,32,10882.8
1978,1,1,33,158892
1978,1,1,34,103637
1978,1,1,35,116544
1978,1,1,36,26715.6
1978,1,1,37,181724
1978,1,1,38,101250
1978,1,1,39,10843.9
1978,1,1,40,368374
1979,1,1,1,2332270
1979,1,1,2,5894580
1979,1,1,3,21938800
1979,1,1,4,2465530
1979,1,1,5,5025290
1979,1,1,6,3196500
1979,1,1,7,4980410
1979,1,1,8,656635
1979,1,1,9,1875490
1979,1,1,10,3283100
1979,1,1,11,3260290
1979,1,1,12,5189790
1979,1,1,13,181006
1979,1,1,14,918080
1979,1,1,15,2902940
1979,1,1,16,1227470
1979,1,1,17,143337
1979,1,1,18,1330330
1979,1,1,19,1913890
1979,1,1,20,205924
