age,year,area,f
34,1977,2,0.06854494
35,1977,2,0.06854856
36,1977,2,0.06855287
37,1977,2,0.0685576
38,1977,2,0.0685576
39,1977,2,0.0685576
40,1977,2,0.0685576
1,1978,2,0.02893753
2,1978,2,0.24460623
3,1978,2,0.26888021
4,1978,2,0.05007988
5,1978,2,0.031427384
6,1978,2,0.04924159
7,1978,2,0.05446341
8,1978,2,0.032992472
9,1978,2,0.024624816
10,1978,2,0.025442055
11,1978,2,0.029263566
12,1978,2,0.038759305
13,1978,2,0.05416585
14,1978,2,0.07042877
15,1978,2,0.08275303
16,1978,2,0.09020078
17,1978,2,0.09376668
18,1978,2,0.09486209
19,1978,2,0.09462381
20,1978,2,0.09378428
21,1978,2,0.09275608
22,1978,2,0.0917468
23,1978,2,0.09084711
24,1978,2,0.09008612
25,1978,2,0.08946314
26,1978,2,0.08896457
27,1978,2,0.0885725
28,1978,2,0.08826878
29,1978,2,0.08803685
30,1978,2,0.08786234
31,1978,2,0.08773321
32,1978,2,0.08763952
33,1978,2,0.08757322
34,1978,2,0.08752785
35,1978,2,0.08749828
36,1978,2,0.08748051
37,1978,2,0.08747138
38,1978,2,0.08747138
39,1978,2,0.08747138
40,1978,2,0.08747138
1,1979,2,0.041127984
2,1979,2,0.37173821
3,1979,2,0.41996514
4,1979,2,0.0774433
5,1979,2,0.04875536
6,1979,2,0.07529261
7,1979,2,0.07791054
8,1979,2,0.043234756
9,1979,2,0.027198671
10,1979,2,0.024447307
11,1979,2,0.026971449
12,1979,2,0.038128914
13,1979,2,0.05747274
14,1979,2,0.07809805
15,1979,2,0.09382975
16,1979,2,0.10345603
17,1979,2,0.10820492
18,1979,2,0.10983394
19,1979,2,0.10976186
20,1979,2,0.10890471
21,1979,2,0.10778016
22,1979,2,0.10665072
23,1979,2,0.10563318
24,1979,2,0.10476758
25,1979,2,0.10405652
26,1979,2,0.1034862
27,1979,2,0.10303703
28,1979,2,0.10268873
29,1979,2,0.1024226
30,1979,2,0.10222236
31,1979,2,0.10207423
32,1979,2,0.10196687
33,1979,2,0.10189104
34,1979,2,0.10183933
35,1979,2,0.10180586
36,1979,2,0.10178596
37,1979,2,0.10177604
38,1979,2,0.10177604
39,1979,2,0.10177604
40,1979,2,0.10177604
1,1980,2,0.0518468
2,1980,2,0.5309734
3,1980,2,0.6049842
4,1980,2,0.08371593
5,1980,2,0.05127493
6,1980,2,0.08884754
7,1980,2,0.09473568
8,1980,2,0.04871168
9,1980,2,0.025298855
10,1980,2,0.022167344
11,1980,2,0.025249395
12,1980,2,0.034275547
13,1980,2,0.04902995
14,1980,2,0.06465143
15,1980,2,0.07658931
16,1980,2,0.08394281
17,1980,2,0.08763741
18,1980,2,0.088993
19,1980,2,0.08907201
20,1980,2,0.08855734
21,1980,2,0.0878329
22,1980,2,0.08709224
23,1980,2,0.08642126
24,1980,2,0.08584972
25,1980,2,0.08538036
26,1980,2,0.08500426
27,1980,2,0.08470844
28,1980,2,0.08447938
29,1980,2,0.08430471
30,1980,2,0.08417363
31,1980,2,0.08407703
32,1980,2,0.08400738
33,1980,2,0.08395859
34,1980,2,0.08392575
35,1980,2,0.08390495
36,1980,2,0.08389311
37,1980,2,0.08388782
38,1980,2,0.08388782
39,1980,2,0.08388782
40,1980,2,0.08388782
1,1981,2,0.06374699
2,1981,2,0.5070493
3,1981,2,0.6271151
4,1981,2,0.1024708
5,1981,2,0.06267945
6,1981,2,0.10924374
7,1981,2,0.11370426
8,1981,2,0.05133562
9,1981,2,0.023097563
10,1981,2,0.018676477
11,1981,2,0.021701688
12,1981,2,0.032814998
13,1981,2,0.051501447
14,1981,2,0.07136714
15,1981,2,0.0865795
16,1981,2,0.09598328
17,1981,2,0.1007399
18,1981,2,0.10251476
19,1981,2,0.10265239
20,1981,2,0.10202063
21,1981,2,0.1011102
22,1981,2,0.10017089
23,1981,2,0.09931508
24,1981,2,0.09858309
25,1981,2,0.09798007
26,1981,2,0.09749564
27,1981,2,0.09711378
28,1981,2,0.09681756
29,1981,2,0.09659129
30,1981,2,0.09642113
31,1981,2,0.09629545
32,1981,2,0.09620461
33,1981,2,0.09614071
34,1981,2,0.09609745
35,1981,2,0.09606978
36,1981,2,0.09605372
37,1981,2,0.09604617
38,1981,2,0.09604617
39,1981,2,0.09604617
40,1981,2,0.09604617
1,1982,2,0.046759742
2,1982,2,0.41619346
3,1982,2,0.51677704
4,1982,2,0.07448752
5,1982,2,0.045631129
6,1982,2,0.08433668
7,1982,2,0.0833656
8,1982,2,0.035788036
9,1982,2,0.013660488
10,1982,2,0.010669674
11,1982,2,0.014391014
12,1982,2,0.024449398
13,1982,2,0.040605435
14,1982,2,0.05772095
15,1982,2,0.07089383
16,1982,2,0.07913714
17,1982,2,0.08342814
18,1982,2,0.08517467
19,1982,2,0.08551351
20,1982,2,0.08517757
21,1982,2,0.08458087
22,1982,2,0.08393452
23,1982,2,0.08333464
24,1982,2,0.0828173
25,1982,2,0.08238942
26,1982,2,0.082045
27,1982,2,0.0817733
28,1982,2,0.08156255
29,1982,2,0.08140169
30,1982,2,0.08128097
31,1982,2,0.08119212
32,1982,2,0.08112824
33,1982,2,0.08108375
34,1982,2,0.08105409
35,1982,2,0.08103563
36,1982,2,0.08102548
37,1982,2,0.08102144
38,1982,2,0.08102144
39,1982,2,0.08102144
40,1982,2,0.08102144
1,1983,2,0.07403058
2,1983,2,0.6958354
3,1983,2,0.8638828
4,1983,2,0.13788829
5,1983,2,0.08568039
6,1983,2,0.14211606
7,1983,2,0.13887614
8,1983,2,0.06502859
9,1983,2,0.030206694
10,1983,2,0.021558253
11,1983,2,0.021780106
12,1983,2,0.032286446
13,1983,2,0.05171685
14,1983,2,0.07263465
15,1983,2,0.08872746
16,1983,2,0.0987483
17,1983,2,0.10390207
18,1983,2,0.10592714
19,1983,2,0.10622748
20,1983,2,0.10570851
21,1983,2,0.10488168
22,1983,2,0.10400732
23,1983,2,0.10320326
24,1983,2,0.10251276
25,1983,2,0.10194289
26,1983,2,0.10148469
27,1983,2,0.10112345
28,1983,2,0.1008433
29,1983,2,0.1006294
30,1983,2,0.10046877
31,1983,2,0.10035038
32,1983,2,0.10026509
33,1983,2,0.10020543
34,1983,2,0.10016541
35,1983,2,0.1001402
36,1983,2,0.10012601
37,1983,2,0.10011992
38,1983,2,0.10011992
39,1983,2,0.10011992
40,1983,2,0.10011992
1,1984,2,0.04802999
2,1984,2,0.42210461
3,1984,2,0.5228161
4,1984,2,0.1066156
5,1984,2,0.068828329
6,1984,2,0.09801271
7,1984,2,0.09638056
8,1984,2,0.051252782
9,1984,2,0.03114278
10,1984,2,0.02428267
11,1984,2,0.023119793
12,1984,2,0.032584165
13,1984,2,0.05123002
14,1984,2,0.0715862
15,1984,2,0.08753615
16,1984,2,0.09785858
17,1984,2,0.10365042
18,1984,2,0.10650598
19,1984,2,0.10770664
20,1984,2,0.10807102
21,1984,2,0.10805731
22,1984,2,0.10789867
23,1984,2,0.10770394
24,1984,2,0.10751897
25,1984,2,0.10735993
26,1984,2,0.10723001
27,1984,2,0.10712725
28,1984,2,0.10704811
29,1984,2,0.10698871
30,1984,2,0.10694552
31,1984,2,0.10691539
32,1984,2,0.10689565
33,1984,2,0.10688404
34,1984,2,0.10687865
35,1984,2,0.10687794
36,1984,2,0.10688064
37,1984,2,0.10688575
38,1984,2,0.10688575
39,1984,2,0.10688575
40,1984,2,0.10688575
1,1985,2,0.06232249
2,1985,2,0.9661319
3,1985,2,0.9752634
4,1985,2,0.12963131
5,1985,2,0.08312294
6,1985,2,0.12358795
7,1985,2,0.12450107
8,1985,2,0.0768679
9,1985,2,0.040263927
10,1985,2,0.027717816
11,1985,2,0.025592904
12,1985,2,0.033904004
13,1985,2,0.05067177
14,1985,2,0.06908905
15,1985,2,0.08369731
16,1985,2,0.09339191
17,1985,2,0.09912003
18,1985,2,0.10226535
19,1985,2,0.10393453
20,1985,2,0.10482768
21,1985,2,0.10533231
22,1985,2,0.10564446
23,1985,2,0.10585738
24,1985,2,0.10601384
25,1985,2,0.10613387
26,1985,2,0.1062277
27,1985,2,0.10630157
28,1985,2,0.10635995
29,1985,2,0.10640631
30,1985,2,0.10644349
31,1985,2,0.10647372
32,1985,2,0.10649869
33,1985,2,0.1065197
34,1985,2,0.10653771
35,1985,2,0.10655338
36,1985,2,0.10656719
37,1985,2,0.1065795
38,1985,2,0.1065795
39,1985,2,0.1065795
40,1985,2,0.1065795
1,1986,2,0.071209569
2,1986,2,0.97377453
3,1986,2,1.0772302
4,1986,2,0.13311982
5,1986,2,0.082150862
6,1986,2,0.14052836
7,1986,2,0.13529931
8,1986,2,0.070324039
9,1986,2,0.029875985
10,1986,2,0.018634479
11,1986,2,0.019007474
12,1986,2,0.029306499
13,1986,2,0.047976262
14,1986,2,0.06823242
15,1986,2,0.08428783
16,1986,2,0.09496494
17,1986,2,0.10129828
18,1986,2,0.10479335
19,1986,2,0.10665589
20,1986,2,0.10765231
21,1986,2,0.10821011
22,1986,2,0.1085483
23,1986,2,0.10877278
24,1986,2,0.10893334
25,1986,2,0.10905369
26,1986,2,0.10914616
27,1986,2,0.10921802
28,1986,2,0.1092743
29,1986,2,0.10931876
30,1986,2,0.10935433
31,1986,2,0.10938328
32,1986,2,0.10940731
33,1986,2,0.10942766
34,1986,2,0.10944524
35,1986,2,0.10946068
36,1986,2,0.10947442
37,1986,2,0.10948675
38,1986,2,0.10948675
39,1986,2,0.10948675
40,1986,2,0.10948675
1,1987,2,0.04504807
2,1987,2,0.8547372
3,1987,2,0.8388753
4,1987,2,0.09635674
5,1987,2,0.06066168
6,1987,2,0.09355159
7,1987,2,0.09103091
8,1987,2,0.059542188
9,1987,2,0.030123871
10,1987,2,0.01981983
11,1987,2,0.019841257
12,1987,2,0.03048376
13,1987,2,0.05019532
14,1987,2,0.07156762
15,1987,2,0.08833393
16,1987,2,0.09923426
17,1987,2,0.10540896
18,1987,2,0.10851395
19,1987,2,0.10988042
20,1987,2,0.11035953
21,1987,2,0.11042871
22,1987,2,0.11033205
23,1987,2,0.11018464
24,1987,2,0.11003618
25,1987,2,0.10990537
26,1987,2,0.10979721
27,1987,2,0.10971119
28,1987,2,0.10964481
29,1987,2,0.10959512
30,1987,2,0.10955925
31,1987,2,0.10953462
32,1987,2,0.10951899
33,1987,2,0.10951045
34,1987,2,0.10950732
35,1987,2,0.10950827
36,1987,2,0.1095122
37,1987,2,0.10951818
38,1987,2,0.10951818
39,1987,2,0.10951818
40,1987,2,0.10951818
1,1988,2,0.051860862
2,1988,2,1.0030954
3,1988,2,1.0210437
4,1988,2,0.13268532
5,1988,2,0.08344323
6,1988,2,0.11534205
7,1988,2,0.11258341
8,1988,2,0.07642362
9,1988,2,0.04338378
10,1988,2,0.027466367
11,1988,2,0.022270599
12,1988,2,0.031894792
13,1988,2,0.05343479
14,1988,2,0.07726752
15,1988,2,0.09607414
16,1988,2,0.10840877
17,1988,2,0.11552012
18,1988,2,0.11922767
19,1988,2,0.12099324
20,1988,2,0.12175116
21,1988,2,0.122026
22,1988,2,0.12208717
23,1988,2,0.12206357
24,1988,2,0.12201291
25,1988,2,0.12195927
26,1988,2,0.12191164
27,1988,2,0.12187275
28,1988,2,0.12184277
29,1988,2,0.12182102
30,1988,2,0.12180646
31,1988,2,0.12179802
32,1988,2,0.12179461
33,1988,2,0.12179525
34,1988,2,0.12179904
35,1988,2,0.12180517
36,1988,2,0.12181293
37,1988,2,0.12182179
38,1988,2,0.12182179
39,1988,2,0.12182179
40,1988,2,0.12182179
1,1989,2,0.054669581
2,1989,2,1.8974016
3,1989,2,1.6044543
4,1989,2,0.13338451
5,1989,2,0.084819741
6,1989,2,0.1184539
7,1989,2,0.12023564
8,1989,2,0.110786523
9,1989,2,0.056803866
10,1989,2,0.032560183
11,1989,2,0.027052577
12,1989,2,0.035398179
13,1989,2,0.05412989
14,1989,2,0.07490661
15,1989,2,0.09144787
16,1989,2,0.10249644
17,1989,2,0.10910563
18,1989,2,0.11281503
19,1989,2,0.11485559
20,1989,2,0.11600653
21,1989,2,0.11670025
22,1989,2,0.11715695
23,1989,2,0.11748288
24,1989,2,0.11772849
25,1989,2,0.11791875
26,1989,2,0.11806763
27,1989,2,0.11818434
28,1989,2,0.11827581
29,1989,2,0.11834757
30,1989,2,0.11840412
31,1989,2,0.11844903
32,1989,2,0.11848512
33,1989,2,0.11851452
34,1989,2,0.11853881
35,1989,2,0.1185592
36,1989,2,0.11857654
37,1989,2,0.11859147
38,1989,2,0.11859147
39,1989,2,0.11859147
40,1989,2,0.11859147
1,1990,2,0.07684103
2,1990,2,0.9885978
3,1990,2,1.0571416
4,1990,2,0.1213147
5,1990,2,0.0745442
6,1990,2,0.13523991
7,1990,2,0.13902123
8,1990,2,0.07099131
9,1990,2,0.027763622
10,1990,2,0.019194573
11,1990,2,0.023149303
12,1990,2,0.035170041
13,1990,2,0.05445093
14,1990,2,0.07520164
15,1990,2,0.09193997
16,1990,2,0.10350993
17,1990,2,0.11088905
18,1990,2,0.11550257
19,1990,2,0.11848155
20,1990,2,0.12053356
21,1990,2,0.12204695
22,1990,2,0.12322013
23,1990,2,0.12415345
24,1990,2,0.12490157
25,1990,2,0.12549947
26,1990,2,0.1259736
27,1990,2,0.12634623
28,1990,2,0.12663652
29,1990,2,0.12686103
30,1990,2,0.12703364
31,1990,2,0.12716574
32,1990,2,0.12726657
33,1990,2,0.12734339
34,1990,2,0.12740191
35,1990,2,0.12744648
36,1990,2,0.12748048
37,1990,2,0.12750647
38,1990,2,0.12750647
39,1990,2,0.12750647
40,1990,2,0.12750647
1,1991,2,0.14511039
2,1991,2,1.6068783
3,1991,2,1.9398657
4,1991,2,0.31654466
5,1991,2,0.20974703
6,1991,2,0.31034721
7,1991,2,0.29716696
8,1991,2,0.15653695
9,1991,2,0.086642277
10,1991,2,0.065258406
11,1991,2,0.056750865
12,1991,2,0.060564924
13,1991,2,0.07301928
14,1991,2,0.0874885
15,1991,2,0.09942745
16,1991,2,0.10786229
17,1991,2,0.11344309
18,1991,2,0.11716812
19,1991,2,0.1198184
20,1991,2,0.12185796
21,1991,2,0.12351967
22,1991,2,0.12490858
23,1991,2,0.12607206
24,1991,2,0.12703712
25,1991,2,0.12782611
26,1991,2,0.12846153
27,1991,2,0.12896627
28,1991,2,0.12936243
29,1991,2,0.12967025
30,1991,2,0.12990746
31,1991,2,0.130089
32,1991,2,0.13022716
33,1991,2,0.1303318
34,1991,2,0.13041075
35,1991,2,0.1304701
36,1991,2,0.13051456
37,1991,2,0.13054776
38,1991,2,0.13054776
39,1991,2,0.13054776
40,1991,2,0.13054776
1,1992,2,0.080096555
2,1992,2,2.0850031
3,1992,2,2.0496124
4,1992,2,0.20513828
5,1992,2,0.13327266
6,1992,2,0.1849165
7,1992,2,0.1842984
8,1992,2,0.13810866
9,1992,2,0.07748839
10,1992,2,0.052029536
11,1992,2,0.043992822
12,1992,2,0.050251636
13,1992,2,0.06688024
14,1992,2,0.08558526
15,1992,2,0.10039093
16,1992,2,0.11009207
17,1992,2,0.11567828
18,1992,2,0.11861207
19,1992,2,0.12006193
20,1992,2,0.12076092
21,1992,2,0.12110772
22,1992,2,0.12129777
23,1992,2,0.12141881
24,1992,2,0.12150723
25,1992,2,0.1215773
26,1992,2,0.1216346
27,1992,2,0.12168193
28,1992,2,0.12172116
29,1992,2,0.12175388
30,1992,2,0.12178155
31,1992,2,0.12180533
32,1992,2,0.12182617
33,1992,2,0.12184477
34,1992,2,0.12186165
35,1992,2,0.12187709
36,1992,2,0.12189133
37,1992,2,0.12190451
38,1992,2,0.12190451
39,1992,2,0.12190451
40,1992,2,0.12190451
1,1993,2,0.05828693
2,1993,2,0.8902451
3,1993,2,0.9726149
4,1993,2,0.10220154
5,1993,2,0.06361
6,1993,2,0.11032243
7,1993,2,0.11241973
8,1993,2,0.06172098
9,1993,2,0.028198127
10,1993,2,0.021410821
11,1993,2,0.025161835
12,1993,2,0.036812825
13,1993,2,0.05569879
14,1993,2,0.07597203
15,1993,2,0.09210183
16,1993,2,0.10293417
17,1993,2,0.10948792
18,1993,2,0.11324656
19,1993,2,0.11539354
20,1993,2,0.11667477
21,1993,2,0.11750171
22,1993,2,0.1180827
23,1993,2,0.11851829
24,1993,2,0.118857
25,1993,2,0.11912414
26,1993,2,0.11933515
27,1993,2,0.11950122
28,1993,2,0.11963131
29,1993,2,0.11973293
30,1993,2,0.11981226
31,1993,2,0.11987438
32,1993,2,0.1199233
33,1993,2,0.11996211
34,1993,2,0.11999324
35,1993,2,0.12001847
36,1993,2,0.12003919
37,1993,2,0.12005636
38,1993,2,0.12005636
39,1993,2,0.12005636
40,1993,2,0.12005636
1,1994,2,0.10486046
2,1994,2,1.3804994
3,1994,2,1.5564181
4,1994,2,0.17325225
5,1994,2,0.10445491
6,1994,2,0.19416956
7,1994,2,0.19245992
8,1994,2,0.09401061
9,1994,2,0.035018864
10,1994,2,0.022233564
11,1994,2,0.026006619
12,1994,2,0.040598022
13,1994,2,0.06465761
14,1994,2,0.0906375
15,1994,2,0.11162171
16,1994,2,0.12616224
17,1994,2,0.13547468
18,1994,2,0.14132983
19,1994,2,0.14513329
20,1994,2,0.1477656
21,1994,2,0.14971175
22,1994,2,0.15122099
23,1994,2,0.15242068
24,1994,2,0.15338112
25,1994,2,0.15414767
26,1994,2,0.15475484
27,1994,2,0.15523149
28,1994,2,0.15560246
29,1994,2,0.15588908
30,1994,2,0.15610918
31,1994,2,0.15627743
32,1994,2,0.15640564
33,1994,2,0.15650313
34,1994,2,0.1565772
35,1994,2,0.15663344
36,1994,2,0.15667619
37,1994,2,0.15670873
38,1994,2,0.15670873
39,1994,2,0.15670873
40,1994,2,0.15670873
1,1995,2,0.17443394
2,1995,2,2.5310253
3,1995,2,2.9312194
4,1995,2,0.38724309
5,1995,2,0.23962021
6,1995,2,0.37383695
7,1995,2,0.35573073
8,1995,2,0.19446053
9,1995,2,0.097345193
10,1995,2,0.059356864
11,1995,2,0.044045299
12,1995,2,0.05348527
13,1995,2,0.08113656
14,1995,2,0.11266664
15,1995,2,0.13832913
16,1995,2,0.15618758
17,1995,2,0.16769888
18,1995,2,0.17500796
19,1995,2,0.17981648
20,1995,2,0.18318855
21,1995,2,0.18570905
22,1995,2,0.18767851
23,1995,2,0.1892512
24,1995,2,0.19051347
25,1995,2,0.19152231
26,1995,2,0.19232196
27,1995,2,0.19294992
28,1995,2,0.19343867
29,1995,2,0.19381617
30,1995,2,0.19410588
31,1995,2,0.19432711
32,1995,2,0.1944954
33,1995,2,0.19462307
34,1995,2,0.19471975
35,1995,2,0.19479288
36,1995,2,0.19484817
37,1995,2,0.19488998
38,1995,2,0.19488998
39,1995,2,0.19488998
40,1995,2,0.19488998
1,1996,2,0.07364777
2,1996,2,1.1794586
3,1996,2,1.2774922
4,1996,2,0.17565832
5,1996,2,0.111394
6,1996,2,0.15842139
7,1996,2,0.15680957
8,1996,2,0.09956913
9,1996,2,0.060293387
10,1996,2,0.045293048
11,1996,2,0.045623048
12,1996,2,0.06888571
13,1996,2,0.11221779
14,1996,2,0.15976834
15,1996,2,0.19822019
16,1996,2,0.22483059
17,1996,2,0.24182318
18,1996,2,0.25245443
19,1996,2,0.25931328
20,1996,2,0.26402437
21,1996,2,0.26748409
22,1996,2,0.27015395
23,1996,2,0.27226942
24,1996,2,0.27395965
25,1996,2,0.27530706
26,1996,2,0.27637352
27,1996,2,0.27721036
28,1996,2,0.27786153
29,1996,2,0.27836463
30,1996,2,0.27875104
31,1996,2,0.2790466
32,1996,2,0.27927201
33,1996,2,0.27944361
34,1996,2,0.2795742
35,1996,2,0.27967361
36,1996,2,0.2797494
37,1996,2,0.2798073
38,1996,2,0.2798073
39,1996,2,0.2798073
40,1996,2,0.2798073
1,1997,2,0.1254487
2,1997,2,1.9290797
3,1997,2,2.1678283
4,1997,2,0.21462179
5,1997,2,0.12976287
6,1997,2,0.24677421
7,1997,2,0.23630733
8,1997,2,0.11875469
9,1997,2,0.043973955
10,1997,2,0.028533058
11,1997,2,0.037262527
12,1997,2,0.06237067
13,1997,2,0.10241935
14,1997,2,0.14553257
15,1997,2,0.18037835
16,1997,2,0.20455965
17,1997,2,0.22008016
18,1997,2,0.229869
19,1997,2,0.23625305
20,1997,2,0.24068985
21,1997,2,0.24398161
22,1997,2,0.24654074
23,1997,2,0.24857808
24,1997,2,0.2502105
25,1997,2,0.25151398
26,1997,2,0.25254666
27,1997,2,0.25335743
28,1997,2,0.25398845
29,1997,2,0.25447593
30,1997,2,0.25485023
31,1997,2,0.25513625
32,1997,2,0.25535409
33,1997,2,0.25551964
34,1997,2,0.25564529
35,1997,2,0.25574063
36,1997,2,0.25581299
37,1997,2,0.25586796
38,1997,2,0.25586796
39,1997,2,0.25586796
40,1997,2,0.25586796
1,1998,2,0.09643261
2,1998,2,1.1897895
3,1998,2,1.3990097
4,1998,2,0.15215721
5,1998,2,0.08996284
6,1998,2,0.17731584
7,1998,2,0.17415524
8,1998,2,0.08013053
9,1998,2,0.028913431
10,1998,2,0.021457771
11,1998,2,0.034379811
12,1998,2,0.06674995
13,1998,2,0.11796499
14,1998,2,0.1731239
15,1998,2,0.21785982
16,1998,2,0.24913955
17,1998,2,0.26947506
18,1998,2,0.28253439
19,1998,2,0.29123
20,1998,2,0.29738789
21,1998,2,0.30201715
22,1998,2,0.30564174
23,1998,2,0.30853524
24,1998,2,0.31085453
25,1998,2,0.31270515
26,1998,2,0.31416968
27,1998,2,0.31531795
28,1998,2,0.3162104
29,1998,2,0.31689864
30,1998,2,0.3174259
31,1998,2,0.31782769
32,1998,2,0.31813256
33,1998,2,0.31836308
34,1998,2,0.31853693
35,1998,2,0.31866775
36,1998,2,0.31876602
37,1998,2,0.31883972
38,1998,2,0.31883972
39,1998,2,0.31883972
40,1998,2,0.31883972
1,1999,2,0.06326631
2,1999,2,0.8338817
3,1999,2,0.9528161
4,1999,2,0.10840758
5,1999,2,0.06661236
6,1999,2,0.12090836
7,1999,2,0.11904122
8,1999,2,0.06163198
9,1999,2,0.029614619
10,1999,2,0.025609459
11,1999,2,0.036698566
12,1999,2,0.06454616
13,1999,2,0.10877751
14,1999,2,0.15666474
15,1999,2,0.19594154
16,1999,2,0.22398413
17,1999,2,0.24285855
18,1999,2,0.25559707
19,1999,2,0.26459338
20,1999,2,0.27133156
21,1999,2,0.27662216
22,1999,2,0.28088548
23,1999,2,0.28434799
24,1999,2,0.28715062
25,1999,2,0.2893992
26,1999,2,0.29118401
27,1999,2,0.2925856
28,1999,2,0.29367536
29,1999,2,0.29451519
30,1999,2,0.29515738
31,1999,2,0.29564505
32,1999,2,0.29601305
33,1999,2,0.29628912
34,1999,2,0.29649502
35,1999,2,0.29664769
36,1999,2,0.29676015
37,1999,2,0.29684236
38,1999,2,0.29684236
39,1999,2,0.29684236
40,1999,2,0.29684236
1,2000,2,0.08304561
2,2000,2,1.3508511
3,2000,2,1.4949449
4,2000,2,0.13361171
5,2000,2,0.07832325
6,2000,2,0.15990356
7,2000,2,0.16423548
8,2000,2,0.08091609
9,2000,2,0.031270224
10,2000,2,0.023896911
11,2000,2,0.04049675
12,2000,2,0.08161684
13,2000,2,0.14675092
14,2000,2,0.21657033
15,2000,2,0.27239796
16,2000,2,0.31034337
17,2000,2,0.33380373
18,2000,2,0.34772193
19,2000,2,0.3560466
20,2000,2,0.36127887
21,2000,2,0.3648133
22,2000,2,0.36737108
23,2000,2,0.36931357
24,2000,2,0.37082651
25,2000,2,0.37201502
26,2000,2,0.37294802
27,2000,2,0.37367709
28,2000,2,0.37424383
29,2000,2,0.37468254
30,2000,2,0.37502136
31,2000,2,0.37528301
32,2000,2,0.37548551
33,2000,2,0.3756429
34,2000,2,0.37576597
35,2000,2,0.37586294
36,2000,2,0.37594001
37,2000,2,0.37600183
38,2000,2,0.37600183
39,2000,2,0.37600183
40,2000,2,0.37600183
1,2001,2,0.10359575
2,2001,2,1.4488566
3,2001,2,1.6798021
4,2001,2,0.16580351
5,2001,2,0.09771612
6,2001,2,0.19997624
7,2001,2,0.20419415
8,2001,2,0.09165723
9,2001,2,0.033542119
10,2001,2,0.025003663
11,2001,2,0.040961517
12,2001,2,0.08088858
13,2001,2,0.14418598
14,2001,2,0.21189231
15,2001,2,0.26571489
16,2001,2,0.30186556
17,2001,2,0.32372653
18,2001,2,0.3362087
19,2001,2,0.34324269
20,2001,2,0.34732664
21,2001,2,0.34985746
22,2001,2,0.35155609
23,2001,2,0.35277821
24,2001,2,0.35369863
25,2001,2,0.35440802
26,2001,2,0.3549594
27,2001,2,0.35538851
28,2001,2,0.35572225
29,2001,2,0.35598192
30,2001,2,0.35618456
31,2001,2,0.3563437
32,2001,2,0.35646985
33,2001,2,0.35657103
34,2001,2,0.35665327
35,2001,2,0.35672108
36,2001,2,0.35677773
37,2001,2,0.35682571
38,2001,2,0.35682571
39,2001,2,0.35682571
40,2001,2,0.35682571
1,2002,2,0.09611028
2,2002,2,1.1794205
3,2002,2,1.4020305
4,2002,2,0.15052151
5,2002,2,0.08918465
6,2002,2,0.18100485
7,2002,2,0.18639258
8,2002,2,0.07935601
9,2002,2,0.027625208
10,2002,2,0.019966913
11,2002,2,0.032597315
12,2002,2,0.06468321
13,2002,2,0.11559146
14,2002,2,0.17026701
15,2002,2,0.21422463
16,2002,2,0.24443208
17,2002,2,0.26348455
18,2002,2,0.27516327
19,2002,2,0.28248225
20,2002,2,0.2873436
21,2002,2,0.29080452
22,2002,2,0.29341252
23,2002,2,0.29544624
24,2002,2,0.29705492
25,2002,2,0.29832944
26,2002,2,0.29933436
27,2002,2,0.30012107
28,2002,2,0.30073254
29,2002,2,0.3012049
30,2002,2,0.3015681
31,2002,2,0.30184654
32,2002,2,0.30205973
33,2002,2,0.302223
34,2002,2,0.30234825
35,2002,2,0.30244462
36,2002,2,0.30251905
37,2002,2,0.30257683
38,2002,2,0.30257683
39,2002,2,0.30257683
40,2002,2,0.30257683
1,2003,2,0.14917241
2,2003,2,2.1844932
3,2003,2,2.4623774
4,2003,2,0.25382032
5,2003,2,0.15466829
6,2003,2,0.29231035
7,2003,2,0.29874002
8,2003,2,0.14288013
9,2003,2,0.055604113
10,2003,2,0.037529424
11,2003,2,0.04859389
12,2003,2,0.08262969
13,2003,2,0.13775091
14,2003,2,0.19713885
15,2003,2,0.24495861
16,2003,2,0.27788303
17,2003,2,0.2987219
18,2003,2,0.31158058
19,2003,2,0.31972709
20,2003,2,0.32521579
21,2003,2,0.32918158
22,2003,2,0.33220797
23,2003,2,0.33459022
24,2003,2,0.33648697
25,2003,2,0.33799645
26,2003,2,0.33919032
27,2003,2,0.34012697
28,2003,2,0.34085605
29,2003,2,0.34141974
30,2003,2,0.34185329
31,2003,2,0.34218558
32,2003,2,0.34243977
33,2003,2,0.34263413
34,2003,2,0.34278283
35,2003,2,0.34289685
36,2003,2,0.34298453
37,2003,2,0.34305224
38,2003,2,0.34305224
39,2003,2,0.34305224
40,2003,2,0.34305224
1,2004,2,0.14296159
2,2004,2,1.8755413
3,2004,2,2.1574304
4,2004,2,0.22977738
5,2004,2,0.13763074
6,2004,2,0.2674508
7,2004,2,0.28175019
8,2004,2,0.12764553
9,2004,2,0.048033527
10,2004,2,0.033604101
11,2004,2,0.04832087
12,2004,2,0.08968797
13,2004,2,0.1562136
14,2004,2,0.22796055
15,2004,2,0.28604117
16,2004,2,0.32647922
17,2004,2,0.35257661
18,2004,2,0.3691574
19,2004,2,0.38005522
20,2004,2,0.38767584
21,2004,2,0.39334887
22,2004,2,0.39776302
23,2004,2,0.40127477
24,2004,2,0.40408472
25,2004,2,0.40632543
26,2004,2,0.40809828
27,2004,2,0.4094884
28,2004,2,0.410569
29,2004,2,0.411403
30,2004,2,0.4120423
