year,season,fishery,area,catch
1960,3,1,1,332.265
1961,3,1,1,306.403
1962,3,1,1,313.088
1963,3,1,1,262.559
1964,3,1,1,437.349
1965,3,1,1,365.532
1966,3,1,1,623.973
1967,3,1,1,556.316
1968,3,1,1,560.754
1969,3,1,1,827.694
1970,3,1,1,1129.53
1971,3,1,1,679.789
1972,3,1,1,553.978
1973,3,1,1,638.151
1974,3,1,1,671.816
1975,3,1,1,1037.04
1976,3,1,1,1264.18
1977,3,1,1,3550.13
1978,3,1,1,4407.16
1979,3,1,1,3405.02
1980,3,1,1,1555.92
1981,3,1,1,1324.72
1982,3,1,1,1113.59
1983,3,1,1,1525.19
1984,3,1,1,1189.15
1985,3,1,1,1108.83
1986,3,1,1,1386.47
1987,3,1,1,1290.09
1988,3,1,1,2059.18
1989,3,1,1,1296.64
1990,3,1,1,1280.97
1991,3,1,1,1516.43
1992,3,1,1,1648.15
1993,3,1,1,1411.7
1994,3,1,1,793.053
1995,3,1,1,1439.68
1996,3,1,1,1203.17
1997,3,1,1,788.307
1998,3,1,1,1226.56
1999,3,1,1,752.924
2000,3,1,1,473.431
2001,3,1,1,691.796
2002,3,1,1,460.316
2003,3,1,1,1028.84
2004,3,1,1,1405.59
2005,3,1,1,1167.68
2006,3,1,1,1021.56
2007,3,1,1,965.115
2008,3,1,1,1395.45
2009,3,1,1,1678.49
2010,3,1,1,1347.8
2011,3,1,1,1005.96
2012,3,1,1,462.345
2013,3,1,1,453.954
2014,3,1,1,838.851
2015,3,1,1,1002.22
2016,3,1,1,1580.75
2017,3,1,1,1067.27
2018,3,1,1,746.561
2019,3,1,1,1519.66
2020,3,1,1,1045.01
2021,3,1,1,978.393
1952,3,2,1,50.4939
1953,3,2,1,14.1018
1954,3,2,1,15.3495
1955,3,2,1,15.2966
1956,3,2,1,3.28508
1957,3,2,1,3.55853
1958,3,2,1,22.0045
1959,3,2,1,136.534
1960,3,2,1,11.9977
1961,3,2,1,55.9008
1962,3,2,1,122.393
1963,3,2,1,45.1888
1964,3,2,1,40.1862
1965,3,2,1,127.733
1966,3,2,1,242.427
1967,3,2,1,133.401
1968,3,2,1,34.4774
1969,3,2,1,167.834
1970,3,2,1,376.89
1971,3,2,1,207.984
1972,3,2,1,156.41
1973,3,2,1,133.028
1974,3,2,1,459.907
1975,3,2,1,363.126
1976,3,2,1,514.616
1977,3,2,1,174.564
1978,3,2,1,260.281
1979,3,2,1,242.084
1980,3,2,1,223.986
1981,3,2,1,414.036
1982,3,2,1,140.297
1983,3,2,1,140.918
1984,3,2,1,96.6235
1985,3,2,1,90.4506
1986,3,2,1,256.703
1987,3,2,1,528.473
1988,3,2,1,534.618
1989,3,2,1,487.642
1990,3,2,1,291.44
1991,3,2,1,299.494
1992,3,2,1,413.591
1993,3,2,1,507.147
1994,3,2,1,265.308
1995,3,2,1,214.162
1996,3,2,1,469.184
1997,3,2,1,238.462
1998,3,2,1,131.584
1999,3,2,1,113.63
2000,3,2,1,107.414
2001,3,2,1,176.804
2002,3,2,1,33.8402
2003,3,2,1,201.983
2004,3,2,1,159.715
2005,3,2,1,108.996
2006,3,2,1,175.148
2007,3,2,1,172.25
2008,3,2,1,214.211
2009,3,2,1,228.95
2010,3,2,1,148.77
2011,3,2,1,147.658
2012,3,2,1,89.916
2013,3,2,1,72.9621
2014,3,2,1,72.5398
2015,3,2,1,110.65
2016,3,2,1,502.448
2017,3,2,1,736.601
2018,3,2,1,179.651
2019,3,2,1,398.79
2020,3,2,1,285.82
2021,3,2,1,480.333
1952,3,3,1,0
1953,3,3,1,0
1954,3,3,1,0
1955,3,3,1,0
1956,3,3,1,0
1957,3,3,1,0
1958,3,3,1,0
1959,3,3,1,0
1960,3,3,1,0
1961,3,3,1,0
1962,3,3,1,0
1963,3,3,1,0
1964,3,3,1,0
1965,3,3,1,0
1966,3,3,1,0
1967,3,3,1,0
1968,3,3,1,0
1969,3,3,1,0
1970,3,3,1,0
1971,3,3,1,0
1972,3,3,1,0
1973,3,3,1,0
1974,3,3,1,0
1975,3,3,1,0
1976,3,3,1,0
1977,3,3,1,0
1978,3,3,1,0
1979,3,3,1,0
1980,3,3,1,0
1981,3,3,1,0
1982,3,3,1,0
1983,3,3,1,0
1984,3,3,1,0
1985,3,3,1,0
1986,3,3,1,0
1987,3,3,1,0
1988,3,3,1,0
1989,3,3,1,0
1990,3,3,1,0
1991,3,3,1,157.471
1992,3,3,1,80.3636
1993,3,3,1,144.368
1994,3,3,1,144.778
1995,3,3,1,247.914
1996,3,3,1,157.662
1997,3,3,1,264.607
1998,3,3,1,169.496
1999,3,3,1,64.0352
2000,3,3,1,157.105
2001,3,3,1,112.965
2002,3,3,1,57.851
2003,3,3,1,65.4126
2004,3,3,1,278.974
2005,3,3,1,91.5208
2006,3,3,1,140.448
2007,3,3,1,107.045
2008,3,3,1,73.3993
2009,3,3,1,78.0359
2010,3,3,1,123.369
2011,3,3,1,131.654
2012,3,3,1,75.1611
2013,3,3,1,61.246
2014,3,3,1,39.2735
2015,3,3,1,38.0104
2016,3,3,1,121.771
2017,3,3,1,456.336
2018,3,3,1,315.373
2019,3,3,1,432.972
2020,3,3,1,459.08
2021,3,3,1,634.173
1952,3,4,4,1787.12
1953,3,4,4,1951.34
1954,3,4,4,385.048
1955,3,4,4,229.355
1956,3,4,4,384.188
1957,3,4,4,875.801
1958,3,4,4,1659.39
1959,3,4,4,1105.53
1960,3,4,4,2292.65
1961,3,4,4,6904.82
1962,3,4,4,5099.97
1963,3,4,4,6979.79
1964,3,4,4,7015.98
1965,3,4,4,3279.01
1966,3,4,4,7780.64
1967,3,4,4,2678.61
1968,3,4,4,4796.9
1969,3,4,4,6018.55
1970,3,4,4,2511.03
1971,3,4,4,4011.65
1972,3,4,4,2485.18
1973,3,4,4,5181.02
1974,3,4,4,3221.65
1975,3,4,4,2046.97
1976,3,4,4,2517.55
1977,3,4,4,9948.19
1978,3,4,4,8144.05
1979,3,4,4,7265.97
1980,3,4,4,12113.6
1981,3,4,4,8499.11
1982,3,4,4,4291.23
1983,3,4,4,3610.9
1984,3,4,4,4427.43
1985,3,4,4,5726.86
1986,3,4,4,2188.06
1987,3,4,4,3385.2
1988,3,4,4,3490.58
1989,3,4,4,3948.49
1990,3,4,4,5468.69
1991,3,4,4,2864.04
1992,3,4,4,4652.65
1993,3,4,4,2715.68
1994,3,4,4,3300.38
1995,3,4,4,2214.91
1996,3,4,4,2640.08
1997,3,4,4,2168.86
1998,3,4,4,2737.42
1999,3,4,4,1633.52
2000,3,4,4,3232.49
2001,3,4,4,1377.68
2002,3,4,4,3293.03
2003,3,4,4,2260.51
2004,3,4,4,2486.58
2005,3,4,4,14544.4
2006,3,4,4,2807.37
2007,3,4,4,2507.36
2008,3,4,4,2839.24
2009,3,4,4,3599.15
2010,3,4,4,1946.64
2011,3,4,4,1354.68
2012,3,4,4,3713.34
2013,3,4,4,2848.85
2014,3,4,4,4297.08
2015,3,4,4,3431.03
2016,3,4,4,2631.45
2017,3,4,4,1922.47
2018,3,4,4,1959.97
2019,3,4,4,1610.78
2020,3,4,4,1166.55
2021,3,4,4,1874.15
1952,3,5,4,0
1953,3,5,4,0
1954,3,5,4,0
1955,3,5,4,0
1956,3,5,4,0
1957,3,5,4,0
1958,3,5,4,0
1959,3,5,4,0
1960,3,5,4,0
1961,3,5,4,0
1962,3,5,4,0
1963,3,5,4,0
1964,3,5,4,0
1965,3,5,4,0
1966,3,5,4,0
1967,3,5,4,0
1968,3,5,4,0
1969,3,5,4,0
1970,3,5,4,0
1971,3,5,4,0
1972,3,5,4,0
1973,3,5,4,0
1974,3,5,4,0
1975,3,5,4,0
1976,3,5,4,0
1977,3,5,4,0
1978,3,5,4,0
1979,3,5,4,0
1980,3,5,4,0
1981,3,5,4,0
1982,3,5,4,0
1983,3,5,4,0
1984,3,5,4,0
1985,3,5,4,67.885
1986,3,5,4,2.79483
1987,3,5,4,2.53692
1988,3,5,4,28.4423
1989,3,5,4,71.5094
1990,3,5,4,163.111
1991,3,5,4,142.293
1992,3,5,4,1428.37
1993,3,5,4,1202.74
1994,3,5,4,2794.78
1995,3,5,4,2824.32
1996,3,5,4,1690.54
1997,3,5,4,2105.46
1998,3,5,4,940.114
1999,3,5,4,1578.27
2000,3,5,4,2365.73
2001,3,5,4,864.706
2002,3,5,4,1072.81
2003,3,5,4,805.226
2004,3,5,4,385.767
2005,3,5,4,347.441
2006,3,5,4,740.431
2007,3,5,4,940.835
2008,3,5,4,1547.8
2009,3,5,4,1402.67
2010,3,5,4,396.216
2011,3,5,4,1347.15
2012,3,5,4,4285.1
2013,3,5,4,1302.1
2014,3,5,4,1912.14
2015,3,5,4,2397.12
2016,3,5,4,2938.52
2017,3,5,4,4106.16
2018,3,5,4,3825.27
2019,3,5,4,1668.64
2020,3,5,4,686.349
2021,3,5,4,1725.02
1952,3,6,2,0
1953,3,6,2,0
1954,3,6,2,0
1955,3,6,2,0
1956,3,6,2,0
1957,3,6,2,0
1958,3,6,2,876.879
1959,3,6,2,711.706
1960,3,6,2,706.016
1961,3,6,2,826.039
1962,3,6,2,838.237
1963,3,6,2,945.312
1964,3,6,2,1088.38
1965,3,6,2,1185.11
1966,3,6,2,1262.65
1967,3,6,2,1355.73
1968,3,6,2,2273.59
1969,3,6,2,1879.5
1970,3,6,2,2470.58
1971,3,6,2,1975.38
1972,3,6,2,1342.96
1973,3,6,2,3678.76
1974,3,6,2,3014.49
1975,3,6,2,4287.51
1976,3,6,2,4772.11
1977,3,6,2,6753.18
1978,3,6,2,10472.4
1979,3,6,2,12545.8
1980,3,6,2,8493
1981,3,6,2,8815.24
1982,3,6,2,8870.49
1983,3,6,2,9180.31
1984,3,6,2,8464.07
1985,3,6,2,7561.52
1986,3,6,2,7403.94
1987,3,6,2,8789.25
1988,3,6,2,9683.02
1989,3,6,2,8643.39
1990,3,6,2,9196.99
1991,3,6,2,7678.77
1992,3,6,2,8857.95
1993,3,6,2,7427.15
1994,3,6,2,6878.2
1995,3,6,2,8408.58
1996,3,6,2,10691.5
1997,3,6,2,8998.36
1998,3,6,2,10164.1
1999,3,6,2,10347.4
2000,3,6,2,12264.9
2001,3,6,2,15039.5
2002,3,6,2,14245
2003,3,6,2,14582.4
2004,3,6,2,14498
2005,3,6,2,11021.8
2006,3,6,2,10261.9
2007,3,6,2,11826.1
2008,3,6,2,11452.5
2009,3,6,2,13553.2
2010,3,6,2,12302.2
2011,3,6,2,13998.7
2012,3,6,2,17544
2013,3,6,2,15063.3
2014,3,6,2,19027.4
2015,3,6,2,15253
2016,3,6,2,14447.2
2017,3,6,2,8110.85
2018,3,6,2,13111.2
2019,3,6,2,10278.1
2020,3,6,2,7011.46
2021,3,6,2,8190.91
1952,3,7,2,218.304
1953,3,7,2,255.058
1954,3,7,2,280.602
1955,3,7,2,181.094
1956,3,7,2,183.905
1957,3,7,2,199.653
1958,3,7,2,231.101
1959,3,7,2,177.698
1960,3,7,2,105.582
1961,3,7,2,625.045
1962,3,7,2,515.27
1963,3,7,2,152.191
1964,3,7,2,550.949
1965,3,7,2,1385.63
1966,3,7,2,1231.3
1967,3,7,2,1164.65
1968,3,7,2,615.097
1969,3,7,2,577.106
1970,3,7,2,852.95
1971,3,7,2,768.99
1972,3,7,2,600.914
1973,3,7,2,1402.19
1974,3,7,2,2277.53
1975,3,7,2,3619.74
1976,3,7,2,3889.36
1977,3,7,2,1079.44
1978,3,7,2,4907.88
1979,3,7,2,2579.35
1980,3,7,2,1597.91
1981,3,7,2,584.249
1982,3,7,2,406.405
1983,3,7,2,1275.05
1984,3,7,2,535.937
1985,3,7,2,405.67
1986,3,7,2,339.591
1987,3,7,2,430.291
1988,3,7,2,365.72
1989,3,7,2,1012.31
1990,3,7,2,784.589
1991,3,7,2,510.785
1992,3,7,2,742.222
1993,3,7,2,455.877
1994,3,7,2,366.517
1995,3,7,2,711.473
1996,3,7,2,329.292
1997,3,7,2,313.473
1998,3,7,2,256.364
1999,3,7,2,266.688
2000,3,7,2,153.813
2001,3,7,2,417.902
2002,3,7,2,78.1377
2003,3,7,2,163.093
2004,3,7,2,203.057
2005,3,7,2,216.79
2006,3,7,2,127.283
2007,3,7,2,176.803
2008,3,7,2,126.131
2009,3,7,2,76.5753
2010,3,7,2,98.2925
2011,3,7,2,63.2786
2012,3,7,2,100.968
2013,3,7,2,70.1688
2014,3,7,2,150.878
2015,3,7,2,109.556
2016,3,7,2,241.695
2017,3,7,2,324.333
2018,3,7,2,375.54
2019,3,7,2,551.173
2020,3,7,2,155.957
2021,3,7,2,176.801
1952,3,8,3,706.989
1953,3,8,3,1729.84
1954,3,8,3,529.552
1955,3,8,3,209.321
1956,3,8,3,70.6429
1957,3,8,3,114.654
1958,3,8,3,110.301
1959,3,8,3,160.519
1960,3,8,3,19.903
1961,3,8,3,492.823
1962,3,8,3,1216.51
1963,3,8,3,288.812
1964,3,8,3,138.971
1965,3,8,3,584.097
1966,3,8,3,974.936
1967,3,8,3,326.949
1968,3,8,3,538.927
1969,3,8,3,357.014
1970,3,8,3,201.133
1971,3,8,3,949.222
1972,3,8,3,767.14
1973,3,8,3,1789.4
1974,3,8,3,563.008
1975,3,8,3,833.308
1976,3,8,3,425.872
1977,3,8,3,707.125
1978,3,8,3,1714.49
1979,3,8,3,1100.1
1980,3,8,3,3589.93
1981,3,8,3,3211.02
1982,3,8,3,2694.88
1983,3,8,3,2666.62
1984,3,8,3,321.399
1985,3,8,3,968.519
1986,3,8,3,825.153
1987,3,8,3,85.4821
1988,3,8,3,685.575
1989,3,8,3,740.658
1990,3,8,3,63.789
1991,3,8,3,507.81
1992,3,8,3,283.633
1993,3,8,3,219.203
1994,3,8,3,573.995
1995,3,8,3,598.007
1996,3,8,3,4.42024
1997,3,8,3,258.512
1998,3,8,3,237.056
1999,3,8,3,169.889
2000,3,8,3,236.471
2001,3,8,3,355.674
2002,3,8,3,523.085
2003,3,8,3,677.747
2004,3,8,3,437.139
2005,3,8,3,898.854
2006,3,8,3,436.374
2007,3,8,3,861.498
2008,3,8,3,1861.89
2009,3,8,3,1601.17
2010,3,8,3,2201.99
2011,3,8,3,1564.96
2012,3,8,3,2375.7
2013,3,8,3,1266.94
2014,3,8,3,733.561
2015,3,8,3,1915.76
2016,3,8,3,1597.07
2017,3,8,3,1406.2
2018,3,8,3,2448.26
2019,3,8,3,1560.13
2020,3,8,3,511.772
2021,3,8,3,1111.68
1952,3,9,4,422.045
1953,3,9,4,2579.39
1954,3,9,4,722.297
1955,3,9,4,2277.56
1956,3,9,4,1474.24
1957,3,9,4,6067.11
1958,3,9,4,7988.66
1959,3,9,4,3675.29
1960,3,9,4,4849.6
1961,3,9,4,5287.25
1962,3,9,4,6226.53
1963,3,9,4,5784.08
1964,3,9,4,3201.73
1965,3,9,4,4705.43
1966,3,9,4,5403.66
1967,3,9,4,3166.08
1968,3,9,4,3444.38
1969,3,9,4,2970.76
1970,3,9,4,3310.09
1971,3,9,4,2457.59
1972,3,9,4,5901.87
1973,3,9,4,1898.07
1974,3,9,4,1211.01
1975,3,9,4,1841.17
1976,3,9,4,4760.14
1977,3,9,4,6183.86
1978,3,9,4,3467.11
1979,3,9,4,7877.71
1980,3,9,4,13327.3
1981,3,9,4,4061.54
1982,3,9,4,8421.89
1983,3,9,4,9016.24
1984,3,9,4,7223.44
1985,3,9,4,8089.01
1986,3,9,4,7513.74
1987,3,9,4,7123.94
1988,3,9,4,5261.52
1989,3,9,4,4276.39
1990,3,9,4,6531.61
1991,3,9,4,3609.2
1992,3,9,4,7006.79
1993,3,9,4,6788.82
1994,3,9,4,5610.47
1995,3,9,4,2921.55
1996,3,9,4,10630.3
1997,3,9,4,6462.38
1998,3,9,4,5008.71
1999,3,9,4,3753.32
2000,3,9,4,10741.4
2001,3,9,4,5629.83
2002,3,9,4,8241.62
2003,3,9,4,2328.29
2004,3,9,4,17423.2
2005,3,9,4,4997.78
2006,3,9,4,3056.75
2007,3,9,4,6193.21
2008,3,9,4,2945.63
2009,3,9,4,5264.26
2010,3,9,4,6400.9
2011,3,9,4,4029.01
2012,3,9,4,4371.71
2013,3,9,4,2948.1
2014,3,9,4,4909.67
2015,3,9,4,8209.37
2016,3,9,4,9245.53
2017,3,9,4,3352.53
2018,3,9,4,4737.37
2019,3,9,4,10720.3
2020,3,9,4,7044.74
2021,3,9,4,4527.65
1952,3,10,5,0
1953,3,10,5,0
1954,3,10,5,0
1955,3,10,5,0
1956,3,10,5,0
1957,3,10,5,0
1958,3,10,5,0
1959,3,10,5,0
1960,3,10,5,0
1961,3,10,5,0
1962,3,10,5,0
1963,3,10,5,0
1964,3,10,5,0
1965,3,10,5,0
1966,3,10,5,0
1967,3,10,5,0
1968,3,10,5,0
1969,3,10,5,0
1970,3,10,5,0
1971,3,10,5,0
1972,3,10,5,0
1973,3,10,5,0
1974,3,10,5,0
1975,3,10,5,0
1976,3,10,5,0
1977,3,10,5,0
1978,3,10,5,0
1979,3,10,5,0
1980,3,10,5,0
1981,3,10,5,0
1982,3,10,5,0
1983,3,10,5,0
1984,3,10,5,0
1985,3,10,5,0
1986,3,10,5,0
1987,3,10,5,1326.35
1988,3,10,5,1034.64
1989,3,10,5,331.859
1990,3,10,5,576.943
1991,3,10,5,389.69
1992,3,10,5,640.812
1993,3,10,5,136.376
1994,3,10,5,211.209
1995,3,10,5,773.183
1996,3,10,5,796.62
1997,3,10,5,478.715
1998,3,10,5,647.851
1999,3,10,5,407.153
2000,3,10,5,656.505
2001,3,10,5,984.329
2002,3,10,5,1728.41
2003,3,10,5,1401.2
2004,3,10,5,1076.5
2005,3,10,5,467.858
2006,3,10,5,842.002
2007,3,10,5,362.078
2008,3,10,5,884.713
2009,3,10,5,414.998
2010,3,10,5,388.559
2011,3,10,5,458.435
2012,3,10,5,485.873
2013,3,10,5,262.502
2014,3,10,5,482.794
2015,3,10,5,528.967
2016,3,10,5,247.685
2017,3,10,5,496.112
2018,3,10,5,387.278
2019,3,10,5,654.994
2020,3,10,5,380.982
2021,3,10,5,247.361
1952,3,11,5,123.671
1953,3,11,5,578.26
1954,3,11,5,2148.47
1955,3,11,5,474.431
1956,3,11,5,178.543
1957,3,11,5,1014.86
1958,3,11,5,1480.14
1959,3,11,5,1379.23
1960,3,11,5,1393.11
1961,3,11,5,1858.16
1962,3,11,5,4958.45
1963,3,11,5,3161.47
1964,3,11,5,2221.63
1965,3,11,5,2003.79
1966,3,11,5,1605.01
1967,3,11,5,1742.54
1968,3,11,5,1037.84
1969,3,11,5,1065.46
1970,3,11,5,1173.72
1971,3,11,5,1801.53
1972,3,11,5,770.928
1973,3,11,5,2771.19
1974,3,11,5,1027.57
1975,3,11,5,776.367
1976,3,11,5,471.638
1977,3,11,5,136.159
1978,3,11,5,974.625
1979,3,11,5,1128.82
1980,3,11,5,1424.37
1981,3,11,5,4416.38
1982,3,11,5,767.435
1983,3,11,5,2291.66
1984,3,11,5,791.814
1985,3,11,5,3037.99
1986,3,11,5,1309.16
1987,3,11,5,1495.23
1988,3,11,5,5107.56
1989,3,11,5,1893.9
1990,3,11,5,2321.31
1991,3,11,5,1306.35
1992,3,11,5,2205.03
1993,3,11,5,4484.21
1994,3,11,5,2154.92
1995,3,11,5,3063.77
1996,3,11,5,3213.54
1997,3,11,5,1680.54
1998,3,11,5,1449.05
1999,3,11,5,194.533
2000,3,11,5,590.573
2001,3,11,5,969.056
2002,3,11,5,1026.37
2003,3,11,5,1444.92
2004,3,11,5,2732.51
2005,3,11,5,1123.85
2006,3,11,5,2844.74
2007,3,11,5,3057.17
2008,3,11,5,2902.3
2009,3,11,5,2371.94
2010,3,11,5,5012.75
2011,3,11,5,1787.22
2012,3,11,5,2568.91
2013,3,11,5,1771.42
2014,3,11,5,3262.19
2015,3,11,5,3562.73
2016,3,11,5,1046.58
2017,3,11,5,2402.03
2018,3,11,5,2451.57
2019,3,11,5,2793.65
2020,3,11,5,2088.7
2021,3,11,5,1460.88
1952,3,12,5,0
1953,3,12,5,0
1954,3,12,5,128.637
1955,3,12,5,997.455
1956,3,12,5,421.17
1957,3,12,5,552.352
1958,3,12,5,1515.43
1959,3,12,5,1458.1
1960,3,12,5,1455.18
1961,3,12,5,1508.31
1962,3,12,5,403.874
1963,3,12,5,249.718
1964,3,12,5,595.27
1965,3,12,5,618.109
1966,3,12,5,1512.86
1967,3,12,5,777.124
1968,3,12,5,250.392
1969,3,12,5,695.227
1970,3,12,5,1031.78
1971,3,12,5,672.659
1972,3,12,5,1051.52
1973,3,12,5,1289.23
1974,3,12,5,754.655
1975,3,12,5,291.769
1976,3,12,5,1200.81
1977,3,12,5,317.612
1978,3,12,5,737.389
1979,3,12,5,778.373
1980,3,12,5,1604.06
1981,3,12,5,500.587
1982,3,12,5,250.849
1983,3,12,5,325.014
1984,3,12,5,400.583
1985,3,12,5,903.771
1986,3,12,5,480.469
1987,3,12,5,475.748
1988,3,12,5,291.124
1989,3,12,5,577.632
1990,3,12,5,376.378
1991,3,12,5,285.572
1992,3,12,5,278.263
1993,3,12,5,289.525
1994,3,12,5,514.077
1995,3,12,5,443.216
1996,3,12,5,1423.55
1997,3,12,5,868.01
1998,3,12,5,1133.9
1999,3,12,5,692.198
2000,3,12,5,1506.76
2001,3,12,5,1653.32
2002,3,12,5,1843.31
2003,3,12,5,2327.02
2004,3,12,5,5114.88
2005,3,12,5,1995.5
2006,3,12,5,1763.28
2007,3,12,5,2907.12
2008,3,12,5,1372.38
2009,3,12,5,2982.82
2010,3,12,5,4370.42
2011,3,12,5,2359.39
2012,3,12,5,2306.46
2013,3,12,5,2153.98
2014,3,12,5,3564.9
2015,3,12,5,3512.24
2016,3,12,5,5391.29
2017,3,12,5,5167.94
2018,3,12,5,3060.74
2019,3,12,5,3020.92
2020,3,12,5,5635.84
2021,3,12,5,1617.43
1952,3,13,4,0
1953,3,13,4,0
1954,3,13,4,0
1955,3,13,4,0
1956,3,13,4,0
1957,3,13,4,0
1958,3,13,4,0
1959,3,13,4,0
1960,3,13,4,0
1961,3,13,4,0
1962,3,13,4,0
1963,3,13,4,0
1964,3,13,4,0
1965,3,13,4,0
1966,3,13,4,0
1967,3,13,4,0
1968,3,13,4,0
1969,3,13,4,0
1970,3,13,4,0
1971,3,13,4,0
1972,3,13,4,0
1973,3,13,4,0
1974,3,13,4,28.5
1975,3,13,4,39.6
1976,3,13,4,649.4
1977,3,13,4,763.3
1978,3,13,4,1137.2
1979,3,13,4,1512.1
1980,3,13,4,2755.9
1981,3,13,4,6876.8
1982,3,13,4,9577.8
1983,3,13,4,12802
1984,3,13,4,19685.1
1985,3,13,4,12459.7
1986,3,13,4,17774.2
1987,3,13,4,10849.6
1988,3,13,4,19402
1989,3,13,4,14335.2
1990,3,13,4,19566.5
1991,3,13,4,22686.2
1992,3,13,4,31165.3
1993,3,13,4,18089.7
1994,3,13,4,16121.9
1995,3,13,4,10371.3
1996,3,13,4,11426.2
1997,3,13,4,5341.5
1998,3,13,4,4060.6
1999,3,13,4,21567.2
2000,3,13,4,14313.8
2001,3,13,4,7354.6
2002,3,13,4,7293.1
2003,3,13,4,15117.5
2004,3,13,4,27216.2
2005,3,13,4,16238.9
2006,3,13,4,10681.7
2007,3,13,4,12722.3
2008,3,13,4,11178
2009,3,13,4,9554.9
2010,3,13,4,599.8
2011,3,13,4,963.7
2012,3,13,4,1392.1
2013,3,13,4,1068.1
2014,3,13,4,1104.5
2015,3,13,4,232.4
2016,3,13,4,2537.4
2017,3,13,4,2907.6
2018,3,13,4,2040.7
2019,3,13,4,1369.8
2020,3,13,4,7017.8
2021,3,13,4,10366.2
1952,3,14,4,0
1953,3,14,4,0
1954,3,14,4,0
1955,3,14,4,0
1956,3,14,4,0
1957,3,14,4,0
1958,3,14,4,0
1959,3,14,4,0
1960,3,14,4,0
1961,3,14,4,0
1962,3,14,4,0
1963,3,14,4,0
1964,3,14,4,0
1965,3,14,4,0
1966,3,14,4,0
1967,3,14,4,0
1968,3,14,4,0
1969,3,14,4,0
1970,3,14,4,0.3
1971,3,14,4,0
1972,3,14,4,0
1973,3,14,4,0
1974,3,14,4,1.6
1975,3,14,4,18.2
1976,3,14,4,67.7
1977,3,14,4,22.4
1978,3,14,4,53.7
1979,3,14,4,659.7
1980,3,14,4,71.2
1981,3,14,4,2056.2
1982,3,14,4,2573.1
1983,3,14,4,1216.3
1984,3,14,4,3385.1
1985,3,14,4,2825.3
1986,3,14,4,3785.1
1987,3,14,4,6712.9
1988,3,14,4,7969.1
1989,3,14,4,6118.5
1990,3,14,4,9250.1
1991,3,14,4,5019.5
1992,3,14,4,27566.9
1993,3,14,4,30353.1
1994,3,14,4,21559.3
1995,3,14,4,20409.3
1996,3,14,4,5871.3
1997,3,14,4,1182.1
1998,3,14,4,949.3
1999,3,14,4,6253.5
2000,3,14,4,14050.3
2001,3,14,4,4756.8
2002,3,14,4,5153.8
2003,3,14,4,21764.1
2004,3,14,4,20462.8
2005,3,14,4,32158.3
2006,3,14,4,16751.5
2007,3,14,4,9901.2
2008,3,14,4,35534.5
2009,3,14,4,10538.1
2010,3,14,4,35972
2011,3,14,4,24419.9
2012,3,14,4,8854
2013,3,14,4,18699
2014,3,14,4,14064.4
2015,3,14,4,38467.2
2016,3,14,4,39347
2017,3,14,4,20798.6
2018,3,14,4,22260.4
2019,3,14,4,30163.5
2020,3,14,4,15481.4
2021,3,14,4,35086.7
1952,3,15,4,0
1953,3,15,4,0
1954,3,15,4,0
1955,3,15,4,0
1956,3,15,4,0
1957,3,15,4,0
1958,3,15,4,0
1959,3,15,4,0
1960,3,15,4,0
1961,3,15,4,0
1962,3,15,4,0
1963,3,15,4,0
1964,3,15,4,0
1965,3,15,4,0
1966,3,15,4,0
1967,3,15,4,0
1968,3,15,4,0
1969,3,15,4,0
1970,3,15,4,0
1971,3,15,4,0
1972,3,15,4,0
1973,3,15,4,0
1974,3,15,4,0
1975,3,15,4,0
1976,3,15,4,0
1977,3,15,4,0
1978,3,15,4,0
1979,3,15,4,0
1980,3,15,4,0
1981,3,15,4,0
1982,3,15,4,1718.8
1983,3,15,4,3340.5
1984,3,15,4,1491.9
1985,3,15,4,401.9
1986,3,15,4,771.1
1987,3,15,4,5501.9
1988,3,15,4,22.6
1989,3,15,4,31.5
1990,3,15,4,1244.7
1991,3,15,4,2283.9
1992,3,15,4,1209.7
1993,3,15,4,8764.2
1994,3,15,4,4343.7
1995,3,15,4,68.3
1996,3,15,4,3497.2
1997,3,15,4,11776.8
1998,3,15,4,11349
1999,3,15,4,21024.7
2000,3,15,4,12780.7
2001,3,15,4,16964.8
2002,3,15,4,10058.4
2003,3,15,4,5978.9
2004,3,15,4,6657.6
2005,3,15,4,8705.1
2006,3,15,4,13802.4
2007,3,15,4,7280.9
2008,3,15,4,7865.6
2009,3,15,4,5245.6
2010,3,15,4,1.1
2011,3,15,4,92.9
2012,3,15,4,356.5
2013,3,15,4,335.5
2014,3,15,4,2872.4
2015,3,15,4,1680.3
2016,3,15,4,863.5
2017,3,15,4,3984.9
2018,3,15,4,3790.4
2019,3,15,4,5387.2
2020,3,15,4,5546.1
2021,3,15,4,3384
1952,3,16,4,0
1953,3,16,4,0
1954,3,16,4,0
1955,3,16,4,0
1956,3,16,4,0
1957,3,16,4,0
1958,3,16,4,0
1959,3,16,4,0
1960,3,16,4,0
1961,3,16,4,0
1962,3,16,4,0
1963,3,16,4,0
1964,3,16,4,0
1965,3,16,4,0
1966,3,16,4,0
1967,3,16,4,0
1968,3,16,4,0
1969,3,16,4,0
1970,3,16,4,0
1971,3,16,4,0
1972,3,16,4,0
1973,3,16,4,0
1974,3,16,4,0
1975,3,16,4,0
1976,3,16,4,0
1977,3,16,4,0
1978,3,16,4,0
1979,3,16,4,0
