year,season,area,age,length
2018,3,4,5,60
2018,3,4,5,60
2018,3,4,5,62
2018,3,4,7,66
2018,3,4,4,68
2018,3,4,6,70
2018,3,4,5,72
2018,3,4,6,78
2018,3,4,8,80
2018,3,4,7,88
2018,3,4,7,92
2018,3,4,11,106
2018,3,4,14,128
2018,3,5,12,110
2018,3,5,14,118
2018,3,5,11,120
2018,3,5,12,120
2018,3,5,13,120
2018,3,5,17,136
2018,4,5,21,124
2018,4,5,13,128
2018,4,5,24,138
2018,4,5,29,144
2018,4,5,34,146
2018,4,5,38,148
2018,4,5,40,148
2018,4,5,30,150
2018,4,5,39,150
2018,4,5,32,154
